MOVIES,YEAR,GENRE,RATING,VOTES,RunTime
El Camino: A Breaking Bad Movie,-2019,"
Action, Crime, Drama            ",7.3,"200,029",122.0
Godless,-2017,"
Drama, Western            ",8.3,"56,997",452.0
Haikyuu!!,(2014–2020),"
Animation, Comedy, Drama            ",8.7,"15,250",24.0
Wind River,-2017,"
Crime, Drama, Mystery            ",7.7,"218,337",107.0
Dirilis: Ertugrul,(2014–2019),"
Action, Adventure, Drama            ",8.0,"31,182",120.0
Frozen,(I) (2013),"
Animation, Adventure, Comedy            ",7.4,"586,769",102.0
The Haunting of Bly Manor,-2020,"
Drama, Horror, Mystery            ",7.4,"77,872",494.0
Charlie's Angels,-2019,"
Action, Adventure, Comedy            ",4.8,"62,393",118.0
Love,(2016–2018),"
Comedy, Drama, Romance            ",7.7,"39,010",50.0
Spenser Confidential,-2020,"
Action, Comedy, Crime            ",6.2,"77,727",111.0
Centaurworld,(2021– ),"
Animation, Adventure, Comedy            ",7.5,207,25.0
Lo imposible,-2012,"
Drama, History, Thriller            ",7.6,"208,903",114.0
Shadowhunters: The Mortal Instruments,(2016–2019),"
Action, Drama, Fantasy            ",6.6,"56,183",42.0
The Ranch,(2016–2020),"
Comedy, Drama, Western            ",7.5,"35,091",30.0
Shooter,(2016–2018),"
Action, Drama            ",7.5,"33,000",60.0
Zoo,(2015–2017),"
Drama, Mystery, Sci-Fi            ",6.7,"23,095",42.0
The Trial of the Chicago 7,-2020,"
Drama, History, Thriller            ",7.8,"153,211",129.0
Comment je suis devenu super-héros,-2020,"
Action, Adventure, Comedy            ",5.8,"3,214",97.0
Stowaway,-2021,"
Drama, Sci-Fi, Thriller            ",5.6,"36,937",116.0
The Nice Guys,-2016,"
Action, Comedy, Crime            ",7.4,"295,435",116.0
The Snowman,-2017,"
Crime, Drama, Thriller            ",5.1,"60,354",119.0
Moonrise Kingdom,-2012,"
Comedy, Drama, Romance            ",7.8,"328,550",94.0
Contagion,-2011,"
Drama, Thriller            ",6.7,"290,444",106.0
Nashville,(2012–2018),"
Drama, Music, Romance            ",7.7,"23,735",43.0
This Is England,-2006,"
Crime, Drama            ",7.7,"117,889",101.0
El hoyo,-2019,"
Horror, Sci-Fi, Thriller            ",7.0,"183,495",94.0
Scream,(2015–2019),"
Comedy, Crime, Drama            ",7.1,"35,660",45.0
Halston,-2021,"
Biography, Drama            ",7.5,"10,460",240.0
Castle Rock,(2018–2019),"
Drama, Fantasy, Horror            ",7.6,"40,731",60.0
Misfits,(2009–2013),"
Comedy, Drama, Fantasy            ",8.2,"95,735",60.0
Medici,(2016–2019),"
Biography, Drama, History            ",7.9,"16,659",60.0
I'm Thinking of Ending Things,-2020,"
Drama, Thriller            ",6.6,"71,640",134.0
Willy Wonka & the Chocolate Factory,-1971,"
Family, Fantasy, Musical            ",7.8,"186,202",100.0
Fantasy Island,-2020,"
Action, Adventure, Fantasy            ",4.9,"41,744",109.0
Doc Martin,(2004– ),"
Comedy, Drama, Romance            ",8.3,"13,580",46.0
Homefront,(I) (2013),"
Action, Crime, Thriller            ",6.5,"113,476",100.0
Dead Poets Society,-1989,"
Comedy, Drama            ",8.1,"443,357",128.0
Contratiempo,-2016,"
Crime, Drama, Mystery            ",8.1,"157,061",106.0
There's Something About Mary,-1998,"
Comedy, Romance            ",7.1,"298,729",119.0
Trailer Park Boys,(2001–2018),"
Comedy, Crime            ",8.5,"38,861",30.0
Binsenjo,(2021– ),"
Comedy, Crime, Romance            ",8.5,"7,888",80.0
Full House,(1987–1995),"
Comedy, Drama, Family            ",6.7,"54,419",22.0
The OA,(2016–2019),"
Drama, Fantasy, Mystery            ",7.8,"94,862",60.0
Lucy,(I) (2014),"
Action, Sci-Fi, Thriller            ",6.4,"462,122",89.0
Will & Grace,(1998–2020),"
Comedy, Romance            ",7.2,"52,269",22.0
Luke Cage,(2016–2018),"
Action, Crime, Drama            ",7.3,"120,187",55.0
GLOW,(2017–2019),"
Comedy, Drama, Sport            ",8.0,"42,221",35.0
Wet Hot American Summer: Ten Years Later,-2017,"
Comedy            ",6.9,"7,784",216.0
The Mummy,-2017,"
Action, Adventure, Fantasy            ",5.4,"177,592",110.0
When They See Us,-2019,"
Biography, Crime, Drama            ",8.9,"102,201",296.0
22-Jul,-2018,"
Crime, Drama, History            ",6.8,"30,905",143.0
When Calls the Heart,(2014– ),"
Drama, Family, Romance            ",8.1,"11,306",43.0
A Series of Unfortunate Events,(2017–2019),"
Adventure, Comedy, Drama            ",7.8,"55,753",50.0
Birdman or (The Unexpected Virtue of Ignorance),-2014,"
Comedy, Drama            ",7.7,"595,946",119.0
RuPaul's Drag Race All Stars,(2012– ),"
Game-Show, Reality-TV            ",8.5,"6,644",60.0
Sophie: A Murder in West Cork,-2021,"
Documentary, Crime, History            ",6.9,"3,235",164.0
Knock Knock,(I) (2015),"
Drama, Thriller            ",4.9,"87,474",99.0
Madam Secretary,(2014–2019),"
Drama            ",7.6,"20,755",45.0
Hauru no ugoku shiro,-2004,"
Animation, Adventure, Family            ",8.2,"351,466",119.0
The Alienist,(2018–2020),"
Crime, Drama, Mystery            ",7.7,"48,646",60.0
Now You See Me,(I) (2013),"
Crime, Mystery, Thriller            ",7.2,"614,056",115.0
Hell's Kitchen,(2005– ),"
Game-Show, Reality-TV            ",7.1,"19,419",42.0
The Ballad of Buster Scruggs,-2018,"
Comedy, Drama, Musical            ",7.3,"130,664",133.0
The Lost World: Jurassic Park,-1997,"
Action, Adventure, Sci-Fi            ",6.6,"390,425",129.0
The Politician,(2019– ),"
Comedy, Drama            ",7.5,"19,735",42.0
Marco Polo,(2014–2016),"
Adventure, Drama, History            ",8.0,"67,083",60.0
Shameless,(2004–2013),"
Comedy, Crime, Drama            ",8.0,"15,630",90.0
Top Gear,(2002– ),"
Adventure, Comedy, Reality-TV            ",8.6,"111,345",60.0
Vanquish,-2021,"
Action, Crime, Thriller            ",2.7,"3,010",94.0
Geostorm,-2017,"
Action, Sci-Fi, Thriller            ",5.3,"99,724",109.0
The Bureau of Magical Things,(2018– ),"
Family, Fantasy, Mystery            ",6.8,"1,349",25.0
Rojst,(2018– ),"
Crime, Drama, Thriller            ",7.0,"3,471",50.0
Sausage Party,-2016,"
Animation, Adventure, Comedy            ",6.1,"181,775",89.0
A Futile and Stupid Gesture,-2018,"
Biography, Comedy            ",6.8,"14,676",101.0
Eurovision Song Contest: The Story of Fire Saga,-2020,"
Comedy, Music            ",6.5,"84,242",123.0
Russian Doll,(2019– ),"
Adventure, Comedy, Drama            ",7.9,"72,588",30.0
Sa-rang-eui bul-sa-chak,(2019–2020),"
Adventure, Comedy, Romance            ",8.7,"16,879",70.0
The Next Three Days,-2010,"
Action, Crime, Drama            ",7.3,"189,815",133.0
Maniac,-2018,"
Comedy, Drama, Sci-Fi            ",7.8,"69,384",386.0
Moonlight,(I) (2016),"
Drama            ",7.4,"285,273",111.0
In the Heart of the Sea,-2015,"
Action, Adventure, Biography            ",6.9,"128,605",122.0
The Babysitter: Killer Queen,-2020,"
Comedy, Horror            ",5.8,"31,220",101.0
Final Space,(2018– ),"
Animation, Action, Adventure            ",8.3,"36,443",30.0
Into the Badlands,(2015–2019),"
Action, Adventure, Drama            ",8.0,"43,147",42.0
Manhunt,(II) (2017– ),"
Biography, Crime, Drama            ",8.1,"54,164",60.0
Kingdom,(2014–2017),"
Drama            ",8.5,"16,565",43.0
Wet Hot American Summer: First Day of Camp,-2015,"
Comedy            ",7.4,"22,906",30.0
Rebecca,(I) (2020),"
Drama, Mystery, Romance            ",6.0,"35,836",123.0
Master of None,(2015– ),"
Comedy, Drama            ",8.3,"70,472",30.0
The Stranger,(I) (2020),"
Crime, Drama, Mystery            ",7.3,"38,697",363.0
Contact,-1997,"
Drama, Mystery, Sci-Fi            ",7.5,"261,289",150.0
The Kissing Booth,-2018,"
Comedy, Romance            ",6.0,"72,207",105.0
Top Boy,(2011– ),"
Crime, Drama, Thriller            ",8.4,"14,832",60.0
Climax,(I) (2018),"
Drama, Horror, Music            ",7.0,"58,051",97.0
Vivo,(I) (2021),"
Animation, Adventure, Comedy            ",7.3,27,95.0
Gods of Egypt,-2016,"
Action, Adventure, Fantasy            ",5.4,"109,959",127.0
Mank,-2020,"
Biography, Comedy, Drama            ",6.9,"63,893",131.0
Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",8.1,"46,537",24.0
X-Ray: Selected Satyajit Shorts,(2021– ),"
Crime, Drama, Thriller            ",7.2,"7,023",65.0
The Dirt,-2019,"
Biography, Comedy, Drama            ",7.0,"43,022",107.0
The Real Housewives of Beverly Hills,(2010– ),"
Reality-TV            ",5.1,"5,326",44.0
Gerald's Game,-2017,"
Drama, Horror, Thriller            ",6.5,"95,660",103.0
Outlaw King,-2018,"
Action, Biography, Drama            ",6.9,"64,076",121.0
Another Life,(2019– ),"
Adventure, Drama, Mystery            ",5.0,"25,983",43.0
Crazy Ex-Girlfriend,(2015–2019),"
Comedy, Musical            ",7.8,"17,902",42.0
Yakusoku no Neverland,(2019–2021),"
Animation, Adventure, Drama            ",8.5,"28,438",23.0
High School DxD,(2012–2018),"
Animation, Action, Comedy            ",7.6,"8,085",23.0
Fuller House,(2016–2020),"
Comedy, Family            ",6.7,"25,578",30.0
Thunder Force,-2021,"
Action, Adventure, Comedy            ",4.4,"35,640",106.0
The Midnight Sky,-2020,"
Drama, Fantasy, Sci-Fi            ",5.6,"75,985",118.0
Breach,(IV) (2020),"
Action, Horror, Sci-Fi            ",3.1,"10,958",92.0
Rosemary's Baby,-1968,"
Drama, Horror            ",8.0,"201,472",137.0
Below Deck,(2013– ),"
Reality-TV            ",7.3,"2,222",43.0
Kung Fu Panda 3,-2016,"
Animation, Action, Adventure            ",7.1,"141,657",95.0
Bright,(I) (2017),"
Action, Fantasy, Thriller            ",6.3,"175,334",117.0
H2O: Just Add Water,(2006–2010),"
Drama, Family, Fantasy            ",7.2,"13,458",23.0
Colony,(2016–2018),"
Action, Adventure, Drama            ",7.4,"32,620",42.0
Deep,-2021,"
Drama, Mystery, Sci-Fi            ",4.9,738,101.0
From Dusk Till Dawn: The Series,(2014–2016),"
Action, Crime, Fantasy            ",6.9,"19,559",45.0
Ender's Game,-2013,"
Action, Adventure, Fantasy            ",6.6,"228,812",114.0
Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,(2006–2012),"
Animation, Action, Drama            ",8.7,"55,979",24.0
Alice in Borderland,(2020– ),"
Action, Fantasy, Mystery            ",7.7,"22,347",50.0
Planet of the Apes,-1968,"
Adventure, Sci-Fi            ",8.0,"170,681",112.0
Shot Caller,-2017,"
Crime, Drama, Thriller            ",7.3,"77,040",121.0
Ash vs Evil Dead,(2015–2018),"
Action, Comedy, Horror            ",8.4,"67,180",30.0
Pieces of a Woman,-2020,"
Drama            ",7.1,"41,856",126.0
Yes Day,-2021,"
Comedy, Family            ",5.7,"19,062",86.0
The Ritual,(I) (2017),"
Horror, Mystery, Thriller            ",6.3,"84,230",94.0
Force of Nature,-2020,"
Action, Crime, Drama            ",4.5,"9,016",91.0
Downsizing,-2017,"
Drama, Fantasy, Sci-Fi            ",5.7,"102,222",135.0
Fruits Basket,(2019–2021),"
Animation, Comedy, Drama            ",8.6,"3,549",24.0
Murder Mystery,-2019,"
Action, Comedy, Crime            ",6.0,"110,725",97.0
Poketto monsutâ,(1997– ),"
Animation, Action, Adventure            ",7.5,"39,553",24.0
Cursed,-2020,"
Adventure, Drama, Fantasy            ",5.9,"25,954",60.0
Lone Survivor,-2013,"
Action, Biography, Drama            ",7.5,"273,061",121.0
"Extremely Wicked, Shockingly Evil and Vile",-2019,"
Biography, Crime, Drama            ",6.7,"84,387",110.0
Henry Danger,(2014–2020),"
Action, Comedy, Family            ",5.7,"3,933",30.0
Under the Dome,(2013–2015),"
Drama, Mystery, Sci-Fi            ",6.6,"102,725",43.0
The Founder,-2016,"
Biography, Drama            ",7.2,"134,759",115.0
Mononoke-hime,-1997,"
Animation, Action, Adventure            ",8.4,"359,473",134.0
Space Force,(2020– ),"
Comedy            ",6.7,"49,116",30.0
Timeless,(2016–2018),"
Action, Adventure, Drama            ",7.7,"38,791",60.0
Seutateueob,(2020– ),"
Comedy, Drama, Romance            ",8.1,"5,778",80.0
La catedral del mar,-2018,"
Drama, History            ",7.5,"3,574",55.0
Triple Frontier,-2019,"
Action, Adventure, Crime            ",6.4,"115,059",125.0
Fondeados,-2021,"
Comedy            ",4.2,161,97.0
Sweet Home,(2020– ),"
Drama, Fantasy, Horror            ",7.4,"12,428",52.0
101 Dalmatians,-1996,"
Adventure, Comedy, Crime            ",5.7,"106,580",103.0
Party of Five,(1994–2000),"
Drama, Family            ",6.8,"9,709",60.0
Lilyhammer,(2012–2014),"
Comedy, Crime, Drama            ",8.0,"27,587",45.0
Frontier,(2016–2018),"
Adventure, Drama, History            ",7.2,"18,202",60.0
Rampage,-2018,"
Action, Adventure, Sci-Fi            ",6.1,"151,688",107.0
The Croods,-2013,"
Animation, Adventure, Comedy            ",7.2,"200,206",98.0
Safe,-2018,"
Crime, Drama, Mystery            ",7.3,"34,984",356.0
The Firm,-1993,"
Drama, Mystery, Thriller            ",6.8,"124,972",154.0
Fauda,(2015– ),"
Action, Drama, Thriller            ",8.2,"21,689",60.0
The Clovehitch Killer,-2018,"
Crime, Drama, Mystery            ",6.6,"21,572",109.0
Serebryanye konki,-2020,"
Adventure, Drama, Family            ",7.1,"3,082",130.0
The Last Dance,-2020,"
Documentary, Biography, History            ",9.1,"93,041",491.0
Death Wish,-2018,"
Action, Crime, Drama            ",6.3,"68,094",107.0
We Can Be Heroes,(II) (2020),"
Action, Comedy, Drama            ",4.7,"12,202",100.0
The Blues Brothers,-1980,"
Action, Adventure, Comedy            ",7.9,"188,459",133.0
The Highwaymen,-2019,"
Biography, Crime, Drama            ",6.9,"81,703",132.0
Unknown,(I) (2011),"
Action, Mystery, Thriller            ",6.8,"253,999",113.0
Father of the Bride Part 3 (ish),-2020,"
Short, Family            ",7.0,669,26.0
Somos.,-2021,"
Crime, Drama, History            ",7.2,726,55.0
Hunt for the Wilderpeople,-2016,"
Adventure, Comedy, Drama            ",7.9,"118,166",101.0
Eliza Graves,-2014,"
Drama, Horror, Thriller            ",6.8,"53,438",112.0
Shin seiki evangerion,(1995–1996),"
Animation, Action, Drama            ",8.5,"55,618",24.0
Monty Python and the Holy Grail,-1975,"
Adventure, Comedy, Fantasy            ",8.2,"513,289",91.0
Unorthodox,-2020,"
Drama            ",8.0,"65,121",53.0
What Happened to Monday,-2017,"
Action, Crime, Fantasy            ",6.9,"112,557",123.0
The Society,-2019,"
Drama, Mystery, Sci-Fi            ",7.1,"23,081",58.0
12 Monkeys,(2015–2018),"
Adventure, Drama, Mystery            ",7.7,"42,021",42.0
Dirk Gently's Holistic Detective Agency,(2016–2017),"
Action, Adventure, Comedy            ",8.2,"45,519",60.0
The Best of Enemies,-2019,"
Biography, Drama, History            ",7.2,"13,196",133.0
Sword Art Online,(2012– ),"
Animation, Action, Adventure            ",7.6,"39,325",24.0
His House,-2020,"
Drama, Horror, Thriller            ",6.5,"32,061",93.0
Troy: Fall of a City,(2018– ),"
Action, Adventure, Fantasy            ",3.8,"12,889",60.0
Impractical Jokers,(2011– ),"
Comedy, Reality-TV            ",8.5,"35,544",30.0
Unbreakable Kimmy Schmidt,(2015–2019),"
Comedy            ",7.6,"65,718",30.0
Atomic Blonde,-2017,"
Action, Thriller            ",6.7,"182,505",115.0
Rango,-2011,"
Animation, Adventure, Comedy            ",7.2,"245,778",107.0
The Defenders,-2017,"
Action, Adventure, Crime            ",7.3,"94,589",50.0
The Lucky One,-2012,"
Drama, Mystery, Romance            ",6.5,"103,765",101.0
Hush,(I) (2016),"
Horror, Thriller            ",6.6,"112,354",82.0
The Order,(2019–2020),"
Drama, Fantasy, Horror            ",6.8,"23,592",60.0
Santa Clarita Diet,(2017–2019),"
Comedy, Horror            ",7.8,"60,032",30.0
Hillbilly Elegy,-2020,"
Drama            ",6.7,"37,137",116.0
Insatiable,(2018–2019),"
Comedy, Drama, Thriller            ",6.5,"24,221",45.0
Spy Kids,-2001,"
Action, Adventure, Comedy            ",5.5,"111,413",88.0
The Boondocks,(2005–2014),"
Animation, Action, Comedy            ",8.4,"27,816",22.0
White House Down,-2013,"
Action, Drama, Thriller            ",6.3,"211,395",131.0
Hemlock Grove,(2013–2015),"
Drama, Fantasy, Horror            ",7.1,"37,861",46.0
Mighty Morphin Power Rangers,(1993–1996),"
Action, Adventure, Family            ",6.5,"20,874",30.0
Gilmore Girls: A Year in the Life,-2016,"
Comedy, Drama            ",7.6,"32,877",370.0
A Perfect Fit,-2021,"
Comedy, Drama, Romance            ",5.2,294,112.0
The Human Centipede (First Sequence),-2009,"
Horror            ",4.4,"75,214",92.0
Explained,(2018– ),"
Documentary            ",8.0,"7,568",18.0
Zenra kantoku,(2019– ),"
Biography, Drama            ",7.7,"5,160",48.0
Cars 3,-2017,"
Animation, Adventure, Comedy            ",6.7,"83,135",102.0
Southpaw,-2015,"
Action, Crime, Drama            ",7.4,"223,775",124.0
Disenchantment,(2018– ),"
Animation, Action, Adventure            ",7.2,"51,002",30.0
The A-Team,-2010,"
Action, Adventure, Thriller            ",6.7,"250,321",117.0
In the Shadow of the Moon,-2019,"
Crime, Mystery, Sci-Fi            ",6.2,"44,980",115.0
Steven Universe,(2013–2020),"
Animation, Action, Adventure            ",8.2,"28,064",11.0
Outside the Wire,-2021,"
Action, Adventure, Fantasy            ",5.4,"37,342",114.0
Below Her Mouth,-2016,"
Drama, Romance            ",5.5,"11,129",94.0
Girl From Nowhere,(2018– ),"
Crime, Drama, Fantasy            ",7.7,"2,703",45.0
This Means War,-2012,"
Action, Comedy, Romance            ",6.3,"179,783",103.0
Shaft,-2019,"
Action, Comedy, Crime            ",6.4,"48,354",111.0
Lawrence of Arabia,-1962,"
Adventure, Biography, Drama            ",8.3,"276,605",228.0
Mars Attacks!,-1996,"
Comedy, Sci-Fi            ",6.3,"215,049",106.0
Versailles,(2015–2018),"
Biography, Drama, History            ",7.9,"14,803",52.0
The Guernsey Literary and Potato Peel Pie Society,-2018,"
Drama, Romance, War            ",7.4,"39,672",124.0
Steins;Gate,(2011–2015),"
Animation, Comedy, Drama            ",8.8,"49,834",24.0
Beauty and the Beast,-1991,"
Animation, Family, Fantasy            ",8.0,"425,384",84.0
The SpongeBob Movie: Sponge on the Run,-2020,"
Animation, Adventure, Comedy            ",6.0,"14,375",91.0
Finding Dory,-2016,"
Animation, Adventure, Comedy            ",7.3,"250,953",97.0
The Shannara Chronicles,(2016–2017),"
Adventure, Fantasy, Sci-Fi            ",7.2,"56,121",42.0
The Wrong Missy,-2020,"
Comedy, Romance            ",5.7,"35,070",90.0
Kol,-2020,"
Crime, Horror, Mystery            ",7.1,"23,350",112.0
Public Enemies,-2009,"
Biography, Crime, Drama            ",7.0,"288,097",140.0
A Second Chance: Rivals!,-2019,"
Drama, Family, Sport            ",5.0,218,89.0
I Am Not Okay with This,-2020,"
Comedy, Drama, Fantasy            ",7.5,"47,433",30.0
127 Hours,-2010,"
Biography, Drama            ",7.5,"357,144",94.0
Jurassic Park III,-2001,"
Action, Adventure, Sci-Fi            ",5.9,"302,292",92.0
Lovesick,(2014–2018),"
Comedy            ",8.1,"17,516",24.0
Revenge,(II) (2017),"
Action, Horror, Thriller            ",6.4,"39,034",108.0
